Model,Accuracy,Norm_acc,Overall_corr,ECE_conf,ECE_conf-logits,ECE_logits,Dist_conf-logits,Overall_logits_mean,Overall_logits_std,Overall_confidence_mean,Overall_confidence_std,Match_corr,Match_logits_mean,Match_logits_std,Match_confidence_mean,Match_confidence_std,Mismatch_corr,Mismatch_logits_mean,Mismatch_logits_std,Mismatch_confidence_mean,Mismatch_confidence_std,Task,pertubation
Qwen2.5-7B-Instruct_instruct_2_withAlignment,0.8888888888888888,0.8518518518518517,0.6664775959627397,0.1666666666666666,0.121628983603912,0.1528998547587118,0.1388133722828692,0.9549302537187812,0.1297085823778921,6.555555555555555,3.778594682918211,0.6670288847990565,0.9493283374806863,0.1374954883525159,6.5,4.035556254807296,,0.9997455836235416,,7.0,,conceptual_combinations,withAlignment
Mistral-7B-Instruct-v0.3_instruct_2,0.5714285714285714,0.4285714285714285,0.4435366477277142,0.1785714285714285,0.1372013064495352,0.3758211293066958,0.1524571524389953,0.9472497007352672,0.0773108993191809,5.785714285714286,4.80670319495552,-0.1388047455992191,0.970361650487122,0.0600904788476017,7.25,4.527692569068709,0.7971446655340386,0.9164337677327942,0.0921450913804451,3.8333333333333335,4.833908011812664,conceptual_combinations,origin
Mistral-7B-Instruct-v0.3_instruct_2_criticism1,0.6666666666666666,0.5555555555555555,0.0890702536689433,0.2749999999999999,0.1412963148715938,0.34016547751503,0.1483411521006812,0.9555963478902476,0.0816566682548805,6.75,4.494946657586211,-0.234525202973002,0.961242812204714,0.0711666881856387,7.375,4.307385683749649,0.4432843744317129,0.9443034192613148,0.1112472654376594,5.5,5.259911279353167,conceptual_combinations,criticism
Mistral-7B-Instruct-v0.3_instruct_2_criticism2,0.7142857142857143,0.6190476190476191,0.3566869614400722,0.2571428571428571,0.1717360398433552,0.2248927095998832,0.1298121985435078,0.9391784238855976,0.1037373614780944,6.714285714285714,4.462296260008732,0.1103826776675019,0.9507375712474032,0.1040983780549041,7.2,4.315347288715269,0.8501234667922435,0.9102805554810828,0.1120922020334225,5.5,5.259911279353167,conceptual_combinations,criticism
Mistral-7B-Instruct-v0.3_instruct_2_criticism3,0.6153846153846154,0.4871794871794872,0.5452678578606391,0.2384615384615384,0.1995395632492266,0.3703117234971516,0.1529639057679074,0.9856963388817672,0.032456635229933,6.384615384615385,4.628506986391716,0.7406990432409136,0.989621395242722,0.0273599704936158,7.5,4.342481186734475,0.3291728861373702,0.9794162487042392,0.0420736733148642,4.6,4.979959839195493,conceptual_combinations,criticism
Mistral-7B-Instruct-v0.3_instruct_2_approval1,0.6153846153846154,0.4871794871794872,0.3135378515357157,0.2461538461538461,0.1303513951010771,0.4233603280258292,0.1420679633348763,0.905288979069077,0.1738936554337283,6.307692307692308,4.732592935953387,0.3287074201171213,0.890370568568339,0.2007813802462565,7.5,4.342481186734475,0.5114096266170955,0.9291584358702584,0.1378828085832694,4.4,5.176871642217914,conceptual_combinations,approval
Mistral-7B-Instruct-v0.3_instruct_2_approval2,0.6153846153846154,0.4871794871794872,0.0268214886521467,0.2461538461538461,0.0393880283812432,0.40871529858239,0.1479528323314938,0.923578184951556,0.1503314656182136,6.769230769230769,4.728527715787902,-0.2661689381745484,0.9183254243392812,0.1685304766641301,7.25,4.527692569068709,0.5801761208332346,0.9319826019311958,0.1339804469226127,6.0,5.477225575051661,conceptual_combinations,approval
Mistral-7B-Instruct-v0.3_instruct_2_approval3,0.5714285714285714,0.4285714285714285,0.3557441056972599,0.15,0.012717000350355,0.3714422412587375,0.1590797848977791,0.9428708126873092,0.1363038845126004,5.642857142857143,5.077963596336063,-0.2713914146688178,0.9834285300177036,0.0368760208931126,7.375,4.565006649971686,0.4264622397761781,0.8887938562467826,0.2006487074096965,3.333333333333333,5.163977794943222,conceptual_combinations,approval
Mistral-7B-Instruct-v0.3_instruct_2_nonsense1,0.6428571428571429,0.5238095238095238,-0.1325103834642695,0.1428571428571428,0.0579869580361991,0.3440595978972126,0.1703819247674316,0.9159161453978718,0.1572875455289084,5.714285714285714,5.135525910130955,-0.3394711785320715,0.9087048692549228,0.1802791145712175,6.666666666666667,5.0,0.4571106022164086,0.9288964424551808,0.1227771349081168,4.0,5.477225575051661,conceptual_combinations,nonsense
Mistral-7B-Instruct-v0.3_instruct_2_nonsense2,0.6428571428571429,0.5238095238095238,0.1166076606620408,0.2857142857142857,0.1838181849287103,0.3556936425530597,0.1602795550141365,0.9828175889959658,0.0375508331575104,6.0,4.819830830098628,0.1921808767867481,0.9764058175198056,0.0461228612240622,6.888888888888889,4.675586713035179,0.5022034479551876,0.9943587776530546,0.0083112394005578,4.4,5.176871642217914,conceptual_combinations,nonsense
Mistral-7B-Instruct-v0.3_instruct_2_nonsense3,0.6923076923076923,0.5897435897435898,0.4370360339705748,0.1692307692307692,0.0137997621690066,0.2588480450863076,0.1090344881018393,0.951155737394,0.1722799591849156,7.846153846153846,4.119995021157061,0.2787695750641821,0.9998463652457008,0.0002829481972562,8.88888888888889,3.333333333333333,0.4581328003620847,0.8416018247276733,0.3092025966235708,5.5,5.259911279353167,conceptual_combinations,nonsense
Mistral-7B-Instruct-v0.3_instruct_2_withAlignment,0.5714285714285714,0.4285714285714285,0.1872418315697324,0.3,0.0385705730190987,0.464106378916596,0.1315247803512368,0.9169438989454236,0.1480555869774626,7.0,4.624350266212042,-0.0364362464708558,0.8962253221892273,0.1711257769995575,7.25,4.527692569068709,0.633021414188018,0.9445686679536855,0.1199707259486571,6.666666666666667,5.163977794943222,conceptual_combinations,withAlignment
Meta-Llama-3.1-8B-Instruct_instruct_2,0.5789473684210527,0.4385964912280702,0.5710440681286753,0.2842105263157894,0.0616608544096783,0.28826305699235,0.0678593182962487,0.8539659564106306,0.2229973813528934,7.473684210526316,3.437835576389946,0.1635328959494092,0.9335884119713558,0.1508804280015026,7.727272727272727,2.686667418602797,0.8013310810059067,0.7444850800146335,0.2677489106257933,7.125,4.454131308603925,conceptual_combinations,origin
Meta-Llama-3.1-8B-Instruct_instruct_2_criticism1,0.5789473684210527,0.4385964912280702,0.619446276652817,0.3736842105263157,0.0796205883661413,0.3439469883182442,0.0676908059869693,0.8802317485143156,0.1794977980556734,7.526315789473684,3.4539578111788662,0.1754804074714101,0.9323018842243104,0.1199149812990268,7.727272727272727,2.686667418602797,0.8448176485211859,0.8086353119130733,0.2284486677227765,7.25,4.496029994816062,conceptual_combinations,criticism
Meta-Llama-3.1-8B-Instruct_instruct_2_criticism2,0.6842105263157895,0.5789473684210527,0.2807354725840164,0.3105263157894736,0.1172472205440158,0.2807120138544244,0.0695982798733991,0.8965688664720457,0.1685205982627392,8.157894736842104,3.004869342597424,-0.3192915082331566,0.9174274206119356,0.139141881966827,8.153846153846153,2.609155477868712,0.860778799143985,0.851375332502284,0.2284509282822811,8.166666666666666,4.020779360604939,conceptual_combinations,criticism
Meta-Llama-3.1-8B-Instruct_instruct_2_criticism3,0.631578947368421,0.5087719298245613,-0.1727920885777875,0.3526315789473683,0.1158865435451472,0.2962693719153449,0.0373112050851883,0.8781202793499251,0.1158114145515851,9.0,1.0,-0.3742556989071495,0.8918042709849142,0.1096670240590493,8.666666666666666,0.984731927834662,0.3765757649490309,0.8546620079756578,0.1310385671640072,9.571428571428571,0.7867957924694431,conceptual_combinations,criticism
Meta-Llama-3.1-8B-Instruct_instruct_2_approval1,0.631578947368421,0.5087719298245613,0.2732757599564464,0.3105263157894736,0.1047588102578987,0.3139406108293392,0.0831686687498988,0.9114206283591044,0.1426465948142806,7.631578947368421,3.499373377490279,-0.0135959324738901,0.9281123540738172,0.1245941463801879,8.0,2.6628760937957834,0.4543854954049818,0.8828062414195974,0.176271266951536,7.0,4.795831523312719,conceptual_combinations,approval
Meta-Llama-3.1-8B-Instruct_instruct_2_approval2,0.6842105263157895,0.5789473684210527,0.5239224956396072,0.3105263157894736,0.1070533979138805,0.294330564622644,0.0739294500420048,0.8994002081952968,0.1490011906465894,7.631578947368421,3.499373377490279,0.5302715936494222,0.9035029777987807,0.1552051895993917,7.384615384615385,3.3798042728946487,0.5439421791034256,0.890510874054415,0.1482346985038021,8.166666666666666,4.020779360604939,conceptual_combinations,approval
Meta-Llama-3.1-8B-Instruct_instruct_2_approval3,0.631578947368421,0.5087719298245613,0.2865901834993294,0.3105263157894736,0.1054617491526127,0.3393078076526872,0.0816334357799043,0.8901883984464057,0.1652425060051934,7.631578947368421,3.499373377490279,-0.0774786467910627,0.9202457346397832,0.0918714446864946,8.0,2.6628760937957834,0.396570539694785,0.8386615364006162,0.2480662258029273,7.0,4.795831523312719,conceptual_combinations,approval
Meta-Llama-3.1-8B-Instruct_instruct_2_nonsense1,0.631578947368421,0.5087719298245613,0.2815029077089513,0.3105263157894736,0.123394399418219,0.3031737993302048,0.0823055048078261,0.8939976196299204,0.1694867961714299,7.631578947368421,3.499373377490279,-0.1908678275833069,0.9367474082504992,0.1077845825552141,8.0,2.6628760937957834,0.4587886156270063,0.820712267708928,0.2344303457337415,7.0,4.795831523312719,conceptual_combinations,nonsense
Meta-Llama-3.1-8B-Instruct_instruct_2_nonsense2,0.631578947368421,0.5087719298245613,0.4762216817956994,0.2736842105263157,0.0776331155527487,0.2690424490852896,0.0766844046535027,0.9006213964537106,0.1157896418878988,7.578947368421052,3.485139714618247,0.738657441868738,0.9230469819177848,0.097287148553344,7.25,3.493500458643945,0.3000513006157709,0.8621775356581552,0.1419138608408299,8.142857142857142,3.670993118515816,conceptual_combinations,nonsense
Meta-Llama-3.1-8B-Instruct_instruct_2_nonsense3,0.6842105263157895,0.5789473684210527,0.0263705457473036,0.1947368421052631,0.1076512203605288,0.2560405235466244,0.1011856542465457,0.8811824944946796,0.1689141542031487,7.0,3.815174380753199,0.4287343393524668,0.89763440917406,0.16477647692871,7.3076923076923075,3.351233986275687,-0.5878206242872529,0.8455366793560221,0.1879457381038976,6.333333333333333,4.96655480858378,conceptual_combinations,nonsense
Meta-Llama-3.1-8B-Instruct_instruct_2_withAlignment,0.631578947368421,0.5087719298245613,0.3854706547189903,0.3368421052631578,0.1170337581955383,0.320679453741801,0.0648988518039575,0.8708137418937647,0.1824990317306301,8.31578947368421,3.037773884843735,0.0291929189135999,0.8780814231198484,0.1914489150074878,8.333333333333334,2.774341308665842,0.9224126648216852,0.858354859791907,0.1800954304281872,8.285714285714286,3.683941988065037,conceptual_combinations,withAlignment
Qwen2.5-7B-Instruct_instruct_2,0.578125,0.4375,0.3214358512456374,0.1984375,0.1356271189618226,0.3846032767043304,0.033755605469304,0.9484123893434784,0.1036767315710509,7.609375,2.0285047077111624,0.5007600940539404,0.9514534361116456,0.1066038796587537,7.918918918918919,1.4216261889192328,0.2093518076539736,0.944245028957471,0.1013845413119749,7.185185185185185,2.61705996282142,ruin_names,origin
Qwen2.5-7B-Instruct_instruct_2_criticism1,0.5694444444444444,0.4259259259259259,0.1653683672382618,0.2125,0.1541469301683141,0.3826962343111442,0.0355378896807842,0.9521406787555886,0.0942153293462636,7.486111111111111,2.194699476078067,-0.0012151717091755,0.985806572671505,0.0410546153954003,7.926829268292683,1.330230128632617,0.0949052470780057,0.9076148190603444,0.1231375983431968,6.903225806451613,2.9023535129233475,ruin_names,criticism
Qwen2.5-7B-Instruct_instruct_2_criticism2,0.6111111111111112,0.4814814814814815,0.1029065024798879,0.2236111111111111,0.1183871150056802,0.3480874573081444,0.0269424591294953,0.9439448481184908,0.1196903928108158,8.125,1.5828081659319442,0.0503404152237451,0.9613019738972564,0.1156264439285142,8.386363636363637,1.1042393802430224,0.0857695936158699,0.9166693647518592,0.1229509336962391,7.714285714285714,2.088010622527664,ruin_names,criticism
Qwen2.5-7B-Instruct_instruct_2_criticism3,0.618421052631579,0.4912280701754386,0.2510543922587144,0.1894736842105263,0.1348524486542928,0.334109322720925,0.0239171949043897,0.9320214812165316,0.1322822913570939,7.894736842105263,1.1727909432167478,0.0650057520681351,0.9499641142911116,0.1140110503475603,8.0,0.8597269536210951,0.3541556264584869,0.9029420414060056,0.1552428458473921,7.724137931034483,1.5560148668987237,ruin_names,criticism
Qwen2.5-7B-Instruct_instruct_2_approval1,0.589041095890411,0.452054794520548,0.0126651399385727,0.2520547945205479,0.0807506895976177,0.3667797200557192,0.0218030883037425,0.9355443318435492,0.1172299982921651,8.41095890410959,1.1283667700407147,-0.0523457106889605,0.9548126168201304,0.0984331621719623,8.69767441860465,0.4647008111181006,-0.0562605120143666,0.9079264567104498,0.1369241251092694,8.0,1.5974116995724783,ruin_names,approval
Qwen2.5-7B-Instruct_instruct_2_approval2,0.5735294117647058,0.4313725490196078,0.3250312584464246,0.3029411764705882,0.0840863047383929,0.3826332434185647,0.0193345667524413,0.9473040719405744,0.1058597290745067,8.529411764705882,1.1650454892828586,0.5342205546777109,0.96660339717149,0.0912194578338084,8.512820512820513,1.4845129428411494,-0.0200146087191157,0.9213498069748604,0.1196068146483691,8.551724137931034,0.5061201788784756,ruin_names,approval
Qwen2.5-7B-Instruct_instruct_2_approval3,0.4736842105263157,0.2982456140350877,0.0161616278873693,0.3315789473684211,0.0885605242490013,0.454849273428921,0.0313277346023885,0.9285334839552368,0.1232522805891715,8.052631578947368,1.6412218078481622,0.3972592193744361,0.945546320865364,0.1026549809568602,8.481481481481481,0.5798123284152693,-0.0933524867177604,0.9132219307361218,0.1391929583478816,7.666666666666667,2.1388577894937666,ruin_names,approval
Qwen2.5-7B-Instruct_instruct_2_nonsense1,0.5616438356164384,0.4155251141552512,0.2070925139916425,0.2520547945205479,0.1011212533649243,0.3796658618771239,0.027483939310186,0.9358084921092265,0.1280331892679483,8.0,1.7320508075688772,0.5056259377699317,0.9524369266477238,0.1261615184133805,8.21951219512195,1.405563856997454,-0.0750205873023933,0.9145033103567768,0.1292320782975979,7.71875,2.067168470123073,ruin_names,nonsense
Qwen2.5-7B-Instruct_instruct_2_nonsense2,0.6,0.4666666666666666,0.1613028413471789,0.2653333333333334,0.0707772017723612,0.3281105351056947,0.0168510809944799,0.9281105351056946,0.1260574144448224,8.573333333333334,0.5243614735608964,0.2031719723847997,0.9597728115814916,0.1026449430809482,8.622222222222222,0.5346574472113766,0.0585938428332819,0.880617120391999,0.1437826874955267,8.5,0.5085476277156078,ruin_names,nonsense
Qwen2.5-7B-Instruct_instruct_2_nonsense3,0.4912280701754385,0.3216374269005848,0.0371430845736172,0.3192982456140351,0.1303626214193793,0.4301880896838688,0.0307998858343538,0.9010481485794986,0.1600831272717595,7.719298245614035,1.1764715096561331,-0.0026970560439727,0.9109849507014356,0.1707219887097357,7.678571428571429,1.3348205990866455,0.0992103438639076,0.8914539948065936,0.1515060100485575,7.758620689655173,1.0231314820474688,ruin_names,nonsense
Qwen2.5-7B-Instruct_instruct_2_withAlignment,0.5614035087719298,0.4152046783625731,0.241182219907761,0.2508771929824562,0.1162983797186584,0.4058532523632124,0.0338133975806503,0.9413393982456166,0.1168605814496686,7.807017543859649,1.931307814587492,0.341006289100435,0.950001171441806,0.1147381697629627,8.15625,0.5741403110513958,0.2610695573318188,0.930252328554494,0.1209638293502451,7.36,2.8118795611950858,ruin_names,withAlignment
Mistral-7B-Instruct-v0.3_instruct_2,0.5393258426966292,0.3857677902621723,0.285049151110513,0.4370786516853933,0.0996017527552131,0.4050993259518138,0.023750383522457,0.910432627913348,0.1618550903852713,9.292134831460674,2.084587637394389,0.4617074205676699,0.9414413234645508,0.1342512198843084,9.333333333333334,2.156961350952667,0.1373152386941548,0.8741297648290131,0.1842589997039673,9.24390243902439,2.0221336232415257,ruin_names,origin
Mistral-7B-Instruct-v0.3_instruct_2_criticism1,0.5617977528089888,0.4157303370786517,0.078437868919883,0.3820224719101124,0.1332132197490185,0.3405834621791482,0.0291322624122081,0.902381214988137,0.1531862306023162,9.01123595505618,2.423813589922406,-0.0374081970788083,0.9327104167203456,0.1268033981500805,9.26,2.126700999872135,0.119472469330198,0.8634976230237669,0.1756323494959076,8.692307692307692,2.754459027542969,ruin_names,criticism
Mistral-7B-Instruct-v0.3_instruct_2_criticism2,0.5842696629213483,0.445692883895131,0.0276917066925017,0.4067415730337079,0.1454006034836887,0.3218388178483073,0.0324661179926031,0.906108480769656,0.1531737406482984,8.382022471910112,2.6263767730534666,0.2367734435471646,0.953038273661565,0.0932195826167268,8.134615384615385,2.8767413901219947,-0.0521511087787041,0.8401530961648105,0.1933627469549284,8.72972972972973,2.219217187416528,ruin_names,criticism
Mistral-7B-Instruct-v0.3_instruct_2_criticism3,0.550561797752809,0.400749063670412,0.2524942208697697,0.3449438202247191,0.0795339195485438,0.3518892146884121,0.0235639176445887,0.9024510124412212,0.1510571394536789,8.662921348314606,2.033491289209047,0.2374316718975858,0.966210922054639,0.0855334228591962,8.714285714285714,2.051422270848528,0.3190769947968195,0.8243451231647843,0.1764041296813703,8.6,2.0355809351607093,ruin_names,criticism
Mistral-7B-Instruct-v0.3_instruct_2_approval1,0.4943820224719101,0.3258426966292134,0.0923126244637306,0.4730337078651685,0.1070647926844453,0.4345310301551969,0.0266964640237387,0.9289130526271072,0.1219691362146552,9.224719101123595,2.334293785498595,-0.0335381523457881,0.9594342711069908,0.0969543606609952,9.272727272727272,2.3164089726430506,0.1753410841410813,0.8990700834467764,0.1368358267969824,9.177777777777775,2.376866624254494,ruin_names,approval
Mistral-7B-Instruct-v0.3_instruct_2_approval2,0.5955056179775281,0.4606741573033708,0.0835792645562915,0.3853932584269662,0.0925837995278358,0.3346259443665473,0.0213392816112025,0.9207102663610696,0.1436149649151891,9.696629213483146,1.4647718902615892,0.2444718741947684,0.9306849286011876,0.1405500208079947,9.69811320754717,1.435603674422198,-0.1282259039142352,0.9060253469520068,0.1487819324613719,9.694444444444445,1.5272654263551184,ruin_names,approval
Mistral-7B-Instruct-v0.3_instruct_2_approval3,0.5056179775280899,0.3408239700374532,-0.0230135235989136,0.4516853932584269,0.0874946953347051,0.4173844037065121,0.0245152656833153,0.9230023812346018,0.1391126831388128,9.348314606741573,1.828443970824185,0.1326979042389288,0.959137499707982,0.1054547675479246,9.333333333333334,2.110579412044347,-0.1702731359782246,0.886046010068645,0.1595664192145571,9.363636363636363,1.5110586015279444,ruin_names,approval
Mistral-7B-Instruct-v0.3_instruct_2_nonsense1,0.4831460674157303,0.3108614232209738,0.1207145405374594,0.4943820224719101,0.0936203666486961,0.4343823835479038,0.0240650052604502,0.9175284509636342,0.1390601151250124,9.415730337078651,1.9702848707509533,0.4603418886066802,0.965819264136091,0.0784374395667891,9.372093023255816,1.964242927149016,0.0071476675862659,0.8723870386502511,0.1666202837663626,9.456521739130435,1.9967364677741355,ruin_names,nonsense
Mistral-7B-Instruct-v0.3_instruct_2_nonsense2,0.5393258426966292,0.3857677902621723,-0.0092305950175457,0.4415730337078651,0.0841898167205658,0.3819131213892266,0.0198419753232959,0.921238964085856,0.1445988188810098,9.808988764044944,1.0321689926643665,-0.0310117982171142,0.965184138637838,0.0863901628343137,9.916666666666666,0.4038818730469177,-0.0538866470013212,0.869790954854267,0.1794424298136122,9.682926829268292,1.4566918752818645,ruin_names,nonsense
Mistral-7B-Instruct-v0.3_instruct_2_nonsense3,0.4943820224719101,0.3258426966292134,-0.0740922370798159,0.5157303370786517,0.1107894190420368,0.40631710812271,0.0206152324745411,0.8991922236353785,0.1374426480539452,9.898876404494382,0.9539980920057242,-0.0862394158417963,0.9194348376350384,0.1337067008435002,9.795454545454543,1.3568010505999373,,0.8793994455023783,0.1396401323908485,10.0,0.0,ruin_names,nonsense
Mistral-7B-Instruct-v0.3_instruct_2_withAlignment,0.5393258426966292,0.3857677902621723,0.1921407338892361,0.4123595505617978,0.1523671878163382,0.3572497005755219,0.0358989044626092,0.8965755432721509,0.1578927262198445,8.348314606741573,3.2721313723748446,0.1431933222796554,0.9278227191189082,0.1309514987564425,8.3125,3.371698542845992,0.2567943076935648,0.8599934837442402,0.1793143482109734,8.390243902439025,3.192789131625261,ruin_names,withAlignment
Meta-Llama-3.1-8B-Instruct_instruct_2,0.6704545454545454,0.5606060606060606,0.302542287786102,0.2420454545454545,0.0958058031198295,0.197928358710903,0.0222734307634918,0.8166147049547721,0.1922865593966873,9.102272727272728,0.9946959649540786,0.4462356534945824,0.8662397137532613,0.1784574847420933,9.23728813559322,0.9709395210194596,-0.127102691902948,0.7156534801578459,0.182122455828384,8.827586206896552,1.0024600283175304,ruin_names,origin
Meta-Llama-3.1-8B-Instruct_instruct_2_criticism1,0.6363636363636364,0.5151515151515151,0.3212578243349789,0.2420454545454545,0.0769697718380476,0.2012253769129517,0.0222811276974135,0.8123555742547853,0.2086682430677557,8.784090909090908,0.94014994691008,0.227350736894782,0.9006245289427995,0.1642824072003742,9.017857142857142,0.96278141441765,0.074543297212056,0.6578849035507607,0.1887083432172958,8.375,0.7513428837969107,ruin_names,criticism
Meta-Llama-3.1-8B-Instruct_instruct_2_criticism2,0.6704545454545454,0.5606060606060606,0.3490512530297872,0.2579545454545455,0.1117034010405964,0.1821497257418129,0.0221473396324151,0.8238348493202386,0.1909224762339038,9.284090909090908,0.9090713164032894,0.2852963871926687,0.8830020266999528,0.1700539625018163,9.40677966101695,0.8733337646093728,0.3252703501825792,0.7034602470649584,0.1759921822078195,9.03448275862069,0.944259294772123,ruin_names,criticism
Meta-Llama-3.1-8B-Instruct_instruct_2_criticism3,0.6590909090909091,0.5454545454545454,0.0807175226435962,0.2522727272727273,0.0887812766487856,0.181693957828026,0.0238125227833221,0.8280197201095508,0.192748315274563,9.113636363636363,0.9640887327624452,0.1169894908595148,0.8829011106122984,0.1686301728054351,9.258620689655173,0.9283137859465752,-0.1963987378573449,0.7219156984709056,0.1946633468589834,8.833333333333334,0.9855274566525748,ruin_names,criticism
Meta-Llama-3.1-8B-Instruct_instruct_2_approval1,0.6136363636363636,0.4848484848484848,0.174260273518851,0.2977272727272727,0.0861426036270883,0.2182368359994383,0.023270582978706,0.8250921104355303,0.1959076703691664,9.068181818181818,0.9918687175070444,0.2263094312120042,0.9111826774874764,0.1356535097607848,9.25925925925926,0.9553263827374168,-0.1389752766450905,0.6883600333530272,0.2005950595974896,8.764705882352942,0.9865404361127638,ruin_names,approval
Meta-Llama-3.1-8B-Instruct_instruct_2_approval2,0.6590909090909091,0.5454545454545454,0.2266120947477508,0.2852272727272728,0.1312018364577327,0.2053759796129952,0.0252291523037086,0.8196445863044791,0.2031613981569901,9.443181818181818,0.8822379399312457,0.3346298997475774,0.8770367085166023,0.1915945724317902,9.448275862068966,0.8820314231006527,0.0556632265704597,0.708686483361041,0.1798570460146006,9.433333333333334,0.8976341829703135,ruin_names,approval
Meta-Llama-3.1-8B-Instruct_instruct_2_approval3,0.6363636363636364,0.5151515151515151,0.4414615901107448,0.3068181818181818,0.1285706296050931,0.2073116829858291,0.022162234563256,0.814611188576725,0.1830493763585337,9.431818181818182,0.8549444365282922,0.5779365826089279,0.8775941234605013,0.1773581116783937,9.589285714285714,0.7574307220474351,0.0529628479831041,0.7043910525301166,0.1360912944274711,9.15625,0.954087133371222,ruin_names,approval
